Element Label, Node Coordinates, Mises Stress (MPa)
1, 137.127, 102.410, 0.000, 137.186, 105.528, 0.000, 134.308, 105.528, 0.000, 134.308, 103.609, 0.000, 137.127, 102.410, 4.000, 137.186, 105.528, 4.000, 134.308, 105.528, 4.000, 134.308, 103.609, 4.000, 54.966721
2, 140.065, 102.603, 0.000, 140.064, 105.528, 0.000, 137.186, 105.528, 0.000, 137.127, 102.410, 0.000, 140.065, 102.603, 4.000, 140.064, 105.528, 4.000, 137.186, 105.528, 4.000, 137.127, 102.410, 4.000, 115.604416
3, 147.494, 98.031, 0.000, 147.727, 100.977, 0.000, 145.133, 101.504, 0.000, 144.677, 98.878, 0.000, 147.494, 98.031, 4.000, 147.727, 100.977, 4.000, 145.133, 101.504, 4.000, 144.677, 98.878, 4.000, 34.279919
4, 152.594, 95.228, 0.000, 150.364, 95.859, 0.000, 149.588, 93.623, 0.000, 151.720, 92.901, 0.000, 152.594, 95.228, 4.000, 150.364, 95.859, 4.000, 149.588, 93.623, 4.000, 151.720, 92.901, 4.000, 12.109466
5, 148.802, 84.489, 0.000, 150.815, 85.240, 0.000, 150.272, 86.935, 0.000, 148.341, 86.031, 0.000, 148.802, 84.489, 4.000, 150.815, 85.240, 4.000, 150.272, 86.935, 4.000, 148.341, 86.031, 4.000, 43.832531
6, 150.261, 81.662, 0.000, 149.483, 83.120, 0.000, 148.090, 82.362, 0.000, 148.271, 80.867, 0.000, 150.261, 81.662, 4.000, 149.483, 83.120, 4.000, 148.090, 82.362, 4.000, 148.271, 80.867, 4.000, 56.284756
7, 152.129, 77.759, 0.000, 149.657, 76.747, 0.000, 149.657, 74.829, 0.000, 151.576, 74.829, 0.000, 152.129, 77.759, 4.000, 149.657, 76.747, 4.000, 149.657, 74.829, 4.000, 151.576, 74.829, 4.000, 44.452148
8, 130.471, 103.609, 0.000, 130.327, 100.282, 0.000, 133.410, 99.951, 0.000, 134.308, 103.609, 0.000, 130.471, 103.609, 4.000, 130.327, 100.282, 4.000, 133.410, 99.951, 4.000, 134.308, 103.609, 4.000, 84.806526
9, 135.769, 99.417, 0.000, 137.127, 102.410, 0.000, 134.308, 103.609, 0.000, 133.410, 99.951, 0.000, 135.769, 99.417, 4.000, 137.127, 102.410, 4.000, 134.308, 103.609, 4.000, 133.410, 99.951, 4.000, 85.352821
10, 133.214, 96.569, 0.000, 133.573, 93.288, 0.000, 136.772, 93.593, 0.000, 135.627, 96.570, 0.000, 133.214, 96.569, 4.000, 133.573, 93.288, 4.000, 136.772, 93.593, 4.000, 135.627, 96.570, 4.000, 42.305626
11, 138.145, 86.341, 0.000, 137.117, 90.077, 0.000, 133.916, 89.835, 0.000, 134.308, 86.341, 0.000, 138.145, 86.341, 4.000, 137.117, 90.077, 4.000, 133.916, 89.835, 4.000, 134.308, 86.341, 4.000, 104.140709
12, 134.308, 86.341, 0.000, 133.916, 89.835, 0.000, 130.472, 89.898, 0.000, 130.471, 86.341, 0.000, 134.308, 86.341, 4.000, 133.916, 89.835, 4.000, 130.472, 89.898, 4.000, 130.471, 86.341, 4.000, 83.266998
13, 130.472, 89.898, 0.000, 127.186, 90.264, 0.000, 126.633, 86.341, 0.000, 130.471, 86.341, 0.000, 130.472, 89.898, 4.000, 127.186, 90.264, 4.000, 126.633, 86.341, 4.000, 130.471, 86.341, 4.000, 54.722511
14, 119.398, 86.775, 0.000, 117.040, 86.341, 0.000, 117.040, 84.422, 0.000, 120.877, 84.422, 0.000, 119.398, 86.775, 4.000, 117.040, 86.341, 4.000, 117.040, 84.422, 4.000, 120.877, 84.422, 4.000, 0.129205
15, 123.992, 87.211, 0.000, 124.715, 84.422, 0.000, 126.633, 84.422, 0.000, 126.633, 86.341, 0.000, 123.992, 87.211, 4.000, 124.715, 84.422, 4.000, 126.633, 84.422, 4.000, 126.633, 86.341, 4.000, 5.167159
16, 122.720, 84.336, 0.000, 122.155, 85.691, 0.000, 120.877, 84.422, 0.000, 120.877, 82.503, 0.000, 122.720, 84.336, 4.000, 122.155, 85.691, 4.000, 120.877, 84.422, 4.000, 120.877, 82.503, 4.000, 4.900237
17, 118.817, 89.261, 0.000, 116.268, 89.216, 0.000, 117.040, 86.341, 0.000, 119.398, 86.775, 0.000, 118.817, 89.261, 4.000, 116.268, 89.216, 4.000, 117.040, 86.341, 4.000, 119.398, 86.775, 4.000, 29.306915
18, 112.194, 93.001, 0.000, 112.880, 94.505, 0.000, 110.323, 94.927, 0.000, 110.542, 93.000, 0.000, 112.194, 93.001, 4.000, 112.880, 94.505, 4.000, 110.323, 94.927, 4.000, 110.542, 93.000, 4.000, 53.730465
19, 109.321, 100.004, 0.000, 108.210, 102.996, 0.000, 105.164, 102.398, 0.000, 106.316, 99.547, 0.000, 109.321, 100.004, 4.000, 108.210, 102.996, 4.000, 105.164, 102.398, 4.000, 106.316, 99.547, 4.000, 67.895218
20, 105.164, 102.398, 0.000, 103.609, 105.528, 0.000, 101.890, 104.871, 0.000, 102.717, 101.804, 0.000, 105.164, 102.398, 4.000, 103.609, 105.528, 4.000, 101.890, 104.871, 4.000, 102.717, 101.804, 4.000, 64.359016
21, 101.890, 104.871, 0.000, 103.609, 105.528, 0.000, 103.609, 107.446, 0.000, 101.690, 107.446, 0.000, 101.890, 104.871, 4.000, 103.609, 105.528, 4.000, 103.609, 107.446, 4.000, 101.690, 107.446, 4.000, 60.264877
22, 119.632, 100.399, 0.000, 120.462, 97.168, 0.000, 123.822, 97.255, 0.000, 123.290, 100.488, 0.000, 119.632, 100.399, 4.000, 120.462, 97.168, 4.000, 123.822, 97.255, 4.000, 123.290, 100.488, 4.000, 53.702030
23, 127.095, 97.108, 0.000, 126.883, 100.430, 0.000, 123.290, 100.488, 0.000, 123.822, 97.255, 0.000, 127.095, 97.108, 4.000, 126.883, 100.430, 4.000, 123.290, 100.488, 4.000, 123.822, 97.255, 4.000, 61.114723
24, 123.822, 97.255, 0.000, 124.255, 94.076, 0.000, 127.243, 93.774, 0.000, 127.095, 97.108, 0.000, 123.822, 97.255, 4.000, 124.255, 94.076, 4.000, 127.243, 93.774, 4.000, 127.095, 97.108, 4.000, 68.889870
25, 124.255, 94.076, 0.000, 123.822, 97.255, 0.000, 120.462, 97.168, 0.000, 121.348, 94.235, 0.000, 124.255, 94.076, 4.000, 123.822, 97.255, 4.000, 120.462, 97.168, 4.000, 121.348, 94.235, 4.000, 73.561699
26, 121.348, 94.235, 0.000, 121.607, 91.341, 0.000, 124.381, 90.775, 0.000, 124.255, 94.076, 0.000, 121.348, 94.235, 4.000, 121.607, 91.341, 4.000, 124.381, 90.775, 4.000, 124.255, 94.076, 4.000, 65.392883
27, 122.720, 84.336, 0.000, 124.715, 84.422, 0.000, 123.992, 87.211, 0.000, 122.155, 85.691, 0.000, 122.720, 84.336, 4.000, 124.715, 84.422, 4.000, 123.992, 87.211, 4.000, 122.155, 85.691, 4.000, 8.679410
28, 140.064, 105.528, 0.000, 143.108, 104.826, 0.000, 143.901, 107.446, 0.000, 140.064, 107.446, 0.000, 140.064, 105.528, 4.000, 143.108, 104.826, 4.000, 143.901, 107.446, 4.000, 140.064, 107.446, 4.000, 68.226494
29, 145.133, 101.504, 0.000, 145.457, 104.159, 0.000, 143.108, 104.826, 0.000, 142.670, 102.120, 0.000, 145.133, 101.504, 4.000, 145.457, 104.159, 4.000, 143.108, 104.826, 4.000, 142.670, 102.120, 4.000, 58.668072
30, 143.108, 104.826, 0.000, 145.457, 104.159, 0.000, 145.862, 106.869, 0.000, 143.901, 107.446, 0.000, 143.108, 104.826, 4.000, 145.457, 104.159, 4.000, 145.862, 106.869, 4.000, 143.901, 107.446, 4.000, 80.852905
31, 150.754, 101.006, 0.000, 147.727, 100.977, 0.000, 147.494, 98.031, 0.000, 150.574, 98.153, 0.000, 150.754, 101.006, 4.000, 147.727, 100.977, 4.000, 147.494, 98.031, 4.000, 150.574, 98.153, 4.000, 18.765968
32, 154.516, 94.277, 0.000, 153.722, 92.458, 0.000, 155.460, 92.119, 0.000, 155.690, 93.405, 0.000, 154.516, 94.277, 4.000, 153.722, 92.458, 4.000, 155.460, 92.119, 4.000, 155.690, 93.405, 4.000, 19.352177
33, 150.815, 85.240, 0.000, 153.340, 85.347, 0.000, 152.319, 87.811, 0.000, 150.272, 86.935, 0.000, 150.815, 85.240, 4.000, 153.340, 85.347, 4.000, 152.319, 87.811, 4.000, 150.272, 86.935, 4.000, 40.502945
34, 158.946, 83.652, 0.000, 157.088, 85.169, 0.000, 155.263, 83.405, 0.000, 157.088, 81.360, 0.000, 158.946, 83.652, 4.000, 157.088, 85.169, 4.000, 155.263, 83.405, 4.000, 157.088, 81.360, 4.000, 40.781918
