Element Label, Node Coordinates, Mises Stress (MPa)
1, 243.673, 28.780, 4.000, 243.673, 26.862, 4.000, 243.673, 26.862, 0.000, 243.673, 28.780, 0.000, 245.592, 28.780, 4.000, 245.592, 26.862, 4.000, 245.592, 26.862, 0.000, 245.592, 28.780, 0.000, 0.000000
2, 151.576, 176.519, 4.000, 151.576, 174.600, 4.000, 151.576, 174.600, 0.000, 151.576, 176.519, 0.000, 155.413, 176.519, 4.000, 155.413, 174.600, 4.000, 155.413, 174.600, 0.000, 155.413, 176.519, 0.000, 0.000000
3, 178.438, 178.438, 4.000, 178.438, 176.519, 4.000, 178.438, 176.519, 0.000, 178.438, 178.438, 0.000, 180.356, 178.438, 4.000, 180.356, 176.519, 4.000, 180.356, 176.519, 0.000, 180.356, 178.438, 0.000, 0.000000
4, 88.259, 176.519, 4.000, 88.259, 174.600, 4.000, 88.259, 174.600, 0.000, 88.259, 176.519, 0.000, 92.097, 176.519, 4.000, 92.097, 174.600, 4.000, 92.097, 174.600, 0.000, 92.097, 176.519, 0.000, 0.000000
5, 70.991, 170.763, 4.000, 70.991, 168.844, 4.000, 70.991, 168.844, 0.000, 70.991, 170.763, 0.000, 72.910, 170.763, 4.000, 72.910, 168.844, 4.000, 72.910, 168.844, 0.000, 72.910, 170.763, 0.000, 0.000000
6, 239.836, 5.756, 4.000, 239.836, 3.837, 4.000, 239.836, 3.837, 0.000, 239.836, 5.756, 0.000, 241.754, 5.756, 4.000, 241.754, 3.837, 4.000, 241.754, 3.837, 0.000, 241.754, 5.756, 0.000, 0.000000
7, 16.268, 4.638, 0.000, 18.333, 5.300, 0.000, 17.268, 7.675, 0.000, 15.349, 7.675, 0.000, 16.268, 4.638, 4.000, 18.333, 5.300, 4.000, 17.268, 7.675, 4.000, 15.349, 7.675, 4.000, 235.000015
8, 17.149, 2.491, 0.000, 19.761, 2.696, 0.000, 18.333, 5.300, 0.000, 16.268, 4.638, 0.000, 17.149, 2.491, 4.000, 19.761, 2.696, 4.000, 18.333, 5.300, 4.000, 16.268, 4.638, 4.000, 234.999985
9, 13.750, 6.865, 0.000, 12.022, 6.386, 0.000, 12.207, 3.621, 0.000, 14.315, 3.777, 0.000, 13.750, 6.865, 4.000, 12.022, 6.386, 4.000, 12.207, 3.621, 4.000, 14.315, 3.777, 4.000, 235.000000
10, 7.976, 4.853, 0.000, 7.675, 3.837, 0.000, 9.623, 2.831, 0.000, 10.131, 4.257, 0.000, 7.976, 4.853, 4.000, 7.675, 3.837, 4.000, 9.623, 2.831, 4.000, 10.131, 4.257, 4.000, 234.999985
